"from","to","weight"
108,1699,-0.9001
1699,1699,1
108,1700,-0.9001
1700,1700,1
108,1701,-0.9001
1701,1701,1
108,1702,-0.9001
1702,1702,1
108,1703,-0.9001
1703,1703,1
108,1704,-0.9001
1704,1704,1
108,1705,-0.9001
1705,1705,1
108,1706,-0.9001
1706,1706,1
108,1707,-0.9001
1707,1707,1
109,1708,-0.1
1708,1708,1
109,1709,-1
1709,1709,1
109,1710,-0.1
1710,1710,1
109,1711,-0.1
1711,1711,1
109,1712,-0.1
1712,1712,1
109,1713,-1
1713,1713,1
109,1714,-0.1
1714,1714,1
109,1715,-0.1
1715,1715,1
109,1716,-0.1
1716,1716,1
109,1717,-0.1
1717,1717,1
1718,1718,1
3925,1718,-0.5001
1719,1719,1
3925,1719,-0.2
1720,1720,1
3925,1720,-0.1
1721,1721,1
3925,1721,-0.9
1722,1722,1
3925,1722,-0.1
1723,1723,1
3925,1723,-0.5
1724,1724,1
3925,1724,-0.5
1725,1725,1
3925,1725,-0.1
111,1726,-0.63
1726,1726,1
111,1727,-0.545
1727,1727,1
111,1728,-0.5
1728,1728,1
111,1729,-0.3
1729,1729,1
111,1730,-0.7
1730,1730,1
111,1731,-0.4875
1731,1731,1
111,1732,-0.6166
1732,1732,1
111,1733,-0.5334
1733,1733,1
111,1734,-0.4493
1734,1734,1
111,1735,-0.998
1735,1735,1
111,1736,-0.25
129,1736,-0.25
1736,1736,1
111,1737,-0.7335
1737,1737,1
111,1738,-0.0666
1738,1738,1
111,1739,-0.25
1739,1739,1
112,1740,-1
1740,1740,1
112,1741,-1
1741,1741,1
112,1742,-0.2064
1742,1742,1
112,1743,-0.5
1743,1743,1
3926,1743,-0.25
3927,1743,-0.25
113,1744,-0.5
1744,1744,1
1745,1744,-0.3
3287,1744,-0.2
113,1745,-0.9999
1745,1745,1
113,1746,-1
1746,1746,1
113,1747,-1
1747,1747,1
113,1748,-1
1748,1748,1
113,1749,-1
1749,1749,1
114,1750,-1
1750,1750,1
114,1751,-1
1751,1751,1
114,1752,-0.85
1752,1752,1
114,1753,-0.6
1753,1753,1
115,1754,-0.25
123,1754,-0.2501
1754,1754,1
115,1755,-0.2
123,1755,-0.2499
1755,1755,1
116,1756,-1
1756,1756,1
116,1757,-1
1757,1757,1
116,1758,-1
1758,1758,1
116,1759,-1
1759,1759,1
116,1760,-1
1760,1760,1
116,1761,-1
1761,1761,1
117,1762,-1
1762,1762,1
117,1763,-0.9
1763,1763,1
1763,1764,-0.96
1764,1764,1
117,1765,-0.9184
1765,1765,1
117,1766,-1
1766,1766,1
117,1767,-0.9
1767,1767,1
117,1768,-0.39738
1768,1768,1
117,1769,-0.67
1769,1769,1
117,1770,-0.9
1770,1770,1
117,1771,-1
1771,1771,1
118,1772,-0.1
1772,1772,1
118,1773,-0.1
1773,1773,1
118,1774,-0.5
1774,1774,1
1774,1775,-0.935
1775,1775,1
1774,1776,-0.424
1776,1776,1
1774,1777,-0.1
1777,1777,1
1774,1778,-1
1778,1778,1
119,1779,-1
1779,1779,1
119,1780,-1
1780,1780,1
119,1781,-1
1781,1781,1
119,1782,-1
1782,1782,1
120,1783,-1
1783,1783,1
120,1784,-1
1784,1784,1
120,1785,-1
1785,1785,1
120,1786,-1
1786,1786,1
120,1787,-1
1787,1787,1
120,1788,-1
1788,1788,1
120,1789,-1
1789,1789,1
120,1790,-1
1790,1790,1
121,1791,-0.9999
1791,1791,1
121,1792,-0.49995
1791,1792,-0.49995
1792,1792,1
121,1793,-1
1793,1793,1
122,1794,-1
1794,1794,1
122,1795,-0.533
1795,1795,1
123,1796,-0.2501
1796,1796,1
123,1797,-0.7501
1797,1797,1
123,1798,-0.50212
1798,1798,1
1798,1799,-1
1799,1799,1
123,1800,-0.2499
1800,1800,1
123,1801,-0.25001
129,1801,-0.5
1801,1801,1
123,1802,-0.2499
135,1802,-0.3806
1802,1802,1
1802,1803,-1
1803,1803,1
123,1804,-0.2501
1804,1804,1
123,1805,-0.7501
1805,1805,1
123,1806,-0.7501
1806,1806,1
123,1807,-0.5
1807,1807,1
123,1808,-0.2499
129,1808,-0.15
141,1808,-0.156
1808,1808,1
123,1809,-0.2499
129,1809,-0.2
1809,1809,1
123,1810,-0.2499
129,1810,-0.1193
1801,1810,-0.1
1810,1810,1
1810,1811,-0.6
1811,1811,1
1964,1811,-0.4
123,1812,-0.2501
124,1812,-0.5
127,1812,-0.2499
1812,1812,1
238,1813,-0.009
1812,1813,-0.1
1813,1813,1
3990,1813,-0.1
123,1814,-0.2501
127,1814,-0.2501
1814,1814,1
123,1815,-0.2499
127,1815,-0.7501
1815,1815,1
123,1816,-0.1
129,1816,-0.1
1816,1816,1
1816,1817,-0.1
1817,1817,1
123,1818,-0.7501
1818,1818,1
123,1819,-0.5001
1819,1819,1
123,1820,-0.2499
1820,1820,1
124,1821,-0.062
1821,1821,1
1821,1822,-0.51
1822,1822,1
1821,1823,-0.5
1823,1823,1
1936,1823,-0.5
124,1824,-0.38
1824,1824,1
124,1825,-1
1825,1825,1
124,1826,-0.0089
1826,1826,1
1826,1827,-0.5
1827,1827,1
3199,1827,-0.5
1826,1828,-0.5
1828,1828,1
3928,1828,-0.5
1826,1829,-1
1829,1829,1
1826,1830,-0.1
1830,1830,1
124,1831,-0.85
1831,1831,1
124,1832,-0.84
1832,1832,1
125,1833,-0.253
1833,1833,1
253,1834,-0.25
1833,1834,-0.067
1834,1834,1
1836,1834,-0.0865
1930,1834,-0.0865
3980,1834,-0.51
1833,1835,-0.5
1835,1835,1
125,1836,-0.1055
1833,1836,-0.18868
1836,1836,1
1833,1837,-0.5
1837,1837,1
125,1838,-0.51
1838,1838,1
125,1839,-0.31
1839,1839,1
125,1840,-0.51
1840,1840,1
125,1841,-0.51
1841,1841,1
126,1842,-1
1842,1842,1
126,1843,-1
1843,1843,1
126,1844,-0.6
241,1844,-0.4
1844,1844,1
126,1845,-0.5
1845,1845,1
126,1846,-0.612
1846,1846,1
126,1847,-0.5
1847,1847,1
126,1848,-0.28
1848,1848,1
1848,1849,-0.5
1849,1849,1
3929,1849,-0.5
256,1850,-0.20128
1848,1850,-0.23788
1850,1850,1
3930,1850,-0.23788
1848,1851,-1
1851,1851,1
126,1852,-0.5
1852,1852,1
126,1853,-0.27
1853,1853,1
126,1854,-1
1854,1854,1
126,1855,-0.9425
1855,1855,1
126,1856,-0.25
1856,1856,1
126,1857,-0.5475
1857,1857,1
126,1858,-0.62
1858,1858,1
126,1859,-0.64
1859,1859,1
126,1860,-0.5185
1860,1860,1
127,1861,-0.25001
129,1861,-0.33333
133,1861,-0.33333
1861,1861,1
127,1862,-1
1862,1862,1
127,1863,-1
1863,1863,1
127,1864,-0.7501
1864,1864,1
127,1865,-1
1865,1865,1
127,1866,-0.2501
1866,1866,1
127,1867,-1
1867,1867,1
127,1868,-1
1868,1868,1
127,1869,-1
1869,1869,1
127,1870,-1
1870,1870,1
127,1871,-1
1871,1871,1
127,1872,-0.2499
1872,1872,1
127,1873,-0.2499
1873,1873,1
127,1874,-1
1874,1874,1
127,1875,-0.2499
1875,1875,1
127,1876,-0.2501
1876,1876,1
128,1877,-1
1877,1877,1
128,1878,-1
1878,1878,1
128,1879,-0.054
1879,1879,1
128,1880,-1
1880,1880,1
129,1881,-0.25
130,1881,-0.2569
1881,1881,1
1881,1882,-1
1882,1882,1
1881,1883,-1
1883,1883,1
1881,1884,-0.75
1884,1884,1
1881,1885,-0.88
1885,1885,1
129,1886,-0.5
1886,1886,1
3931,1886,-0.1
129,1887,-1
1887,1887,1
129,1888,-1
1888,1888,1
129,1889,-1
1889,1889,1
1889,1890,-1
1890,1890,1
129,1891,-1
1891,1891,1
129,1892,-1
1892,1892,1
129,1893,-1
1893,1893,1
129,1894,-1
1894,1894,1
129,1895,-1
1895,1895,1
129,1896,-1
1896,1896,1
129,1897,-1
1897,1897,1
129,1898,-0.03
1898,1898,1
2992,1898,-0.025
129,1899,-0.26
244,1899,-0.1
1899,1899,1
129,1900,-0.5
300,1900,-0.25
1900,1900,1
129,1901,-0.915
1901,1901,1
129,1902,-0.56
1902,1902,1
667,1903,-0.1
1903,1903,1
129,1904,-0.5
290,1904,-0.1
1904,1904,1
129,1905,-0.1829
130,1905,-0.2501
1905,1905,1
1905,1906,-0.33333
1906,1906,1
3932,1906,-0.33333
3933,1906,-0.33333
1905,1907,-0.1
1907,1907,1
129,1908,-0.5
322,1908,-0.5
1908,1908,1
129,1909,-1
1909,1909,1
129,1910,-0.5
1910,1910,1
3884,1910,-0.5
129,1911,-0.1
1911,1911,1
129,1912,-1
1912,1912,1
129,1913,-1
1913,1913,1
129,1914,-1
1914,1914,1
129,1915,-0.1
131,1915,-0.025
1915,1915,1
1919,1915,-0.025
1915,1916,-1
1916,1916,1
129,1917,-0.5
141,1917,-0.5
1917,1917,1
129,1918,-0.5
141,1918,-0.5
1918,1918,1
130,1919,-0.31767
1919,1919,1
1919,1920,-1
1920,1920,1
1919,1921,-0.83223
1921,1921,1
1921,1922,-1
1922,1922,1
1919,1923,-0.7
1923,1923,1
1924,1923,-0.3
1919,1924,-1
1924,1924,1
1919,1925,-0.38
1925,1925,1
1919,1926,-1
1926,1926,1
131,1927,-1
1927,1927,1
131,1928,-1
1928,1928,1
131,1929,-1
1929,1929,1
131,1930,-0.223
248,1930,-0.1
254,1930,-0.12
1930,1930,1
131,1931,-0.5
253,1931,-0.5
1931,1931,1
1931,1932,-0.1
1932,1932,1
131,1933,-0.05622
244,1933,-0.25
248,1933,-0.09902
1933,1933,1
131,1934,-0.139
1934,1934,1
3869,1934,-0.1
131,1935,-0.305
248,1935,-0.15
1935,1935,1
1935,1936,-0.092
1936,1936,1
131,1937,-0.368
1937,1937,1
131,1938,-0.313
1938,1938,1
132,1939,-0.7981
1939,1939,1
132,1940,-0.5
1940,1940,1
132,1941,-0.9995
1941,1941,1
132,1942,-0.09
243,1942,-0.171
1942,1942,1
133,1943,-0.519
1943,1943,1
133,1944,-1
1944,1944,1
133,1945,-1
1945,1945,1
133,1946,-0.5001
1946,1946,1
133,1947,-0.084
241,1947,-0.039
500,1947,-0.877
1947,1947,1
1947,1948,-0.388
1948,1948,1
1947,1949,-0.2
1949,1949,1
133,1950,-1
1950,1950,1
133,1951,-1
1951,1951,1
133,1952,-1
1952,1952,1
133,1953,-0.5
1953,1953,1
134,1954,-1
1954,1954,1
134,1955,-1
1955,1955,1
134,1956,-0.1
1956,1956,1
134,1957,-1
1957,1957,1
134,1958,-0.08
1958,1958,1
134,1959,-0.6
1959,1959,1
134,1960,-1
1960,1960,1
134,1961,-0.28
1961,1961,1
135,1962,-0.217
1962,1962,1
135,1963,-0.0833
1962,1963,-0.9167
1963,1963,1
135,1964,-0.03
1964,1964,1
135,1965,-0.9
1965,1965,1
135,1966,-0.3
1966,1966,1
135,1967,-0.5
1967,1967,1
3934,1967,-0.5
135,1968,-1
1968,1968,1
135,1969,-0.33333
136,1969,-0.33333
1969,1969,1
3238,1969,-0.33333
135,1970,-1
1970,1970,1
136,1971,-1
1971,1971,1
136,1972,-1
1972,1972,1
136,1973,-1
1973,1973,1
136,1974,-1
1974,1974,1
136,1975,-1
1975,1975,1
136,1976,-1
1976,1976,1
136,1977,-1
1977,1977,1
136,1978,-1
1978,1978,1
136,1979,-0.5
1979,1979,1
136,1980,-1
1980,1980,1
136,1981,-0.1
1981,1981,1
1981,1982,-1
1982,1982,1
136,1983,-0.1
1983,1983,1
136,1984,-0.1
1984,1984,1
136,1985,-1
1985,1985,1
1986,1986,1
1986,1987,-0.5
1987,1987,1
1986,1988,-1
1988,1988,1
1986,1989,-1
1989,1989,1
1986,1990,-0.5
1990,1990,1
1986,1991,-0.499
1991,1991,1
1986,1992,-1
1992,1992,1
1986,1993,-0.93
1993,1993,1
1986,1994,-0.5
1994,1994,1
1986,1995,-0.25
1995,1995,1
1996,1996,1
137,1997,-1
1997,1997,1
137,1998,-1
1998,1998,1
137,1999,-1
1999,1999,1
137,2000,-0.94
2000,2000,1
138,2001,-0.312
2001,2001,1
138,2002,-1
2002,2002,1
138,2003,-0.33333
2003,2003,1
139,2004,-1
2004,2004,1
139,2005,-1
2005,2005,1
140,2006,-1
2006,2006,1
140,2007,-0.97
2007,2007,1
140,2008,-0.5
2007,2008,-0.5
2008,2008,1
140,2009,-0.74
2009,2009,1
141,2010,-1
2010,2010,1
141,2011,-0.998
2011,2011,1
141,2012,-1
2012,2012,1
141,2013,-1
2013,2013,1
141,2014,-1
2014,2014,1
141,2015,-1
2015,2015,1
141,2016,-1
2016,2016,1
141,2017,-1
2017,2017,1
141,2018,-0.70222
2011,2018,-0.29778
2018,2018,1
2019,2019,1
3143,2019,-0.1
3910,2019,-0.1
2020,2020,1
3143,2020,-0.1
3910,2020,-0.1
142,2021,-0.1
2021,2021,1
142,2022,-0.1
2022,2022,1
143,2023,-0.75
2023,2023,1
143,2024,-0.9
2024,2024,1
143,2025,-0.99
2025,2025,1
143,2026,-0.907
2026,2026,1
143,2027,-0.9
2027,2027,1
143,2028,-0.91
2028,2028,1
143,2029,-0.45
2029,2029,1
143,2030,-0.9
2030,2030,1
143,2031,-0.63
2031,2031,1
143,2032,-0.12
145,2032,-0.1
2032,2032,1
145,2033,-0.3
2032,2033,-0.45
2033,2033,1
2032,2034,-0.9
2034,2034,1
2032,2035,-1
2035,2035,1
143,2036,-0.5
145,2036,-0.5
2036,2036,1
143,2037,-0.4
145,2037,-0.4
2037,2037,1
143,2038,-0.5
145,2038,-0.48
2038,2038,1
143,2039,-0.5
145,2039,-0.1
2039,2039,1
143,2040,-0.33333
145,2040,-0.33333
2040,2040,1
2104,2040,-0.33333
143,2041,-0.475
145,2041,-0.475
2041,2041,1
143,2042,-0.5
2042,2042,1
2109,2042,-0.5
143,2043,-0.47
2043,2043,1
322,2044,-0.5
2043,2044,-0.5
2044,2044,1
143,2045,-0.7384
149,2045,-0.1668
2045,2045,1
143,2046,-0.9
2046,2046,1
143,2047,-0.991
2047,2047,1
2047,2048,-0.1
2048,2048,1
143,2049,-0.75
2049,2049,1
143,2050,-0.83
2050,2050,1
143,2051,-0.91
2051,2051,1
143,2052,-1
2052,2052,1
143,2053,-1
2053,2053,1
143,2054,-0.982
2054,2054,1
143,2055,-0.91
2055,2055,1
143,2056,-0.91
2056,2056,1
143,2057,-1
2057,2057,1
143,2058,-1
2058,2058,1
143,2059,-1
2059,2059,1
143,2060,-1
2060,2060,1
143,2061,-0.91
2061,2061,1
143,2062,-0.33333
165,2062,-0.33333
2062,2062,1
143,2063,-0.5
164,2063,-0.5
2063,2063,1
143,2064,-0.1
2064,2064,1
143,2065,-0.5
145,2065,-0.5
2065,2065,1
143,2066,-0.5
2066,2066,1
143,2067,-1
2067,2067,1
143,2068,-0.1
2068,2068,1
143,2069,-0.1
2069,2069,1
2070,2069,-0.149
2069,2070,-1
2070,2070,1
143,2071,-0.25
2071,2071,1
143,2072,-0.5
193,2072,-0.1
2072,2072,1
143,2073,-1
2073,2073,1
143,2074,-0.1
2074,2074,1
2074,2075,-1
2075,2075,1
2074,2076,-0.5343
2076,2076,1
143,2077,-0.5
2077,2077,1
143,2078,-0.907
2078,2078,1
143,2079,-0.763
2079,2079,1
143,2080,-1
2080,2080,1
143,2081,-0.5
145,2081,-0.5
2081,2081,1
143,2082,-0.5
145,2082,-0.5
2082,2082,1
143,2083,-0.5
145,2083,-0.5
2083,2083,1
2084,2084,1
1175,2085,-0.1
2085,2085,1
2085,2086,-0.1
2086,2086,1
1175,2087,-0.76
2087,2087,1
1175,2088,-0.5
2088,2088,1
1175,2089,-1
2089,2089,1
144,2090,-0.5
2090,2090,1
144,2091,-0.915
2091,2091,1
144,2092,-1
2092,2092,1
144,2093,-0.7955
2093,2093,1
144,2094,-0.931
2094,2094,1
144,2095,-1
2095,2095,1
144,2096,-0.955
2092,2096,-0.045
2096,2096,1
144,2097,-1
2097,2097,1
144,2098,-0.5
2098,2098,1
144,2099,-0.2667
2099,2099,1
144,2100,-0.3
2100,2100,1
144,2101,-0.97
2101,2101,1
144,2102,-0.7
2102,2102,1
144,2103,-1
2103,2103,1
145,2104,-1
2104,2104,1
145,2105,-1
2105,2105,1
145,2106,-0.9001
2106,2106,1
145,2107,-1
2107,2107,1
145,2108,-1
2108,2108,1
145,2109,-1
2109,2109,1
145,2110,-1
2110,2110,1
145,2111,-1
2111,2111,1
145,2112,-0.5
2112,2112,1
145,2113,-0.5
2037,2113,-0.5
2113,2113,1
146,2114,-0.25
2114,2114,1
2114,2115,-1
2115,2115,1
2114,2116,-1
2116,2116,1
146,2117,-0.7
2117,2117,1
146,2118,-0.5
2118,2118,1
146,2119,-0.1
2119,2119,1
146,2120,-0.1
2120,2120,1
146,2121,-1
2121,2121,1
146,2122,-0.1
2122,2122,1
146,2123,-0.25
2123,2123,1
146,2124,-0.1
2124,2124,1
146,2125,-0.1
2125,2125,1
146,2126,-0.5
2126,2126,1
146,2127,-0.1
2127,2127,1
147,2128,-0.1762
2128,2128,1
2135,2128,-0.4119
2136,2128,-0.4119
147,2129,-0.125
2129,2129,1
2136,2129,-0.1
147,2130,-0.25
2130,2130,1
147,2131,-0.345
2131,2131,1
147,2132,-0.83333
2132,2132,1
147,2133,-0.1
2133,2133,1
147,2134,-0.8
2134,2134,1
322,2135,-1
2135,2135,1
322,2136,-1
2136,2136,1
148,2137,-0.5
2137,2137,1
148,2138,-0.5
2138,2138,1
148,2139,-0.5
2139,2139,1
148,2140,-0.5
2140,2140,1
148,2141,-1
2141,2141,1
2141,2142,-0.93
2142,2142,1
2142,2143,-0.1
2143,2143,1
2144,2143,-0.1
2145,2143,-0.1
3935,2143,-0.1
3951,2143,-0.1
2141,2144,-0.252
2144,2144,1
2141,2145,-0.5001
2145,2145,1
148,2146,-0.5
2146,2146,1
148,2147,-0.5
2147,2147,1
148,2148,-0.5
2148,2148,1
148,2149,-0.5
2149,2149,1
148,2150,-0.5
2150,2150,1
148,2151,-0.5
2151,2151,1
148,2152,-0.5
2152,2152,1
148,2153,-0.5
2153,2153,1
148,2154,-0.5
2154,2154,1
148,2155,-0.5
2155,2155,1
148,2156,-0.5
2156,2156,1
148,2157,-0.5
2157,2157,1
148,2158,-0.1
2158,2158,1
149,2159,-1
2159,2159,1
149,2160,-1
2160,2160,1
149,2161,-0.3
2161,2161,1
149,2162,-0.1
2162,2162,1
149,2163,-0.465
2163,2163,1
149,2164,-1
2164,2164,1
149,2165,-0.1
2165,2165,1
149,2166,-1
2166,2166,1
149,2167,-1
2167,2167,1
149,2168,-0.975
2168,2168,1
149,2169,-0.155
2169,2169,1
149,2170,-1
2170,2170,1
150,2171,-1
2171,2171,1
159,2172,-0.33333
2172,2172,1
150,2173,-0.8
2173,2173,1
150,2174,-0.1
2174,2174,1
150,2175,-1
2175,2175,1
151,2176,-0.55
152,2176,-0.45
2176,2176,1
151,2177,-1
2177,2177,1
151,2178,-0.9999
2178,2178,1
151,2179,-0.95082
2179,2179,1
151,2180,-0.24
2180,2180,1
151,2181,-1
2181,2181,1
151,2182,-0.1
2182,2182,1
152,2183,-0.55
2183,2183,1
152,2184,-0.43
2184,2184,1
1284,2185,-1
2185,2185,1
152,2186,-0.5
2186,2186,1
152,2187,-0.958
2187,2187,1
152,2188,-0.5
2188,2188,1
152,2189,-0.94
2189,2189,1
2189,2190,-1
2190,2190,1
152,2191,-0.95
2191,2191,1
152,2192,-0.94
2192,2192,1
152,2193,-1
2193,2193,1
152,2194,-1
2194,2194,1
152,2195,-0.7
2195,2195,1
152,2196,-0.31
2196,2196,1
152,2197,-0.32
2197,2197,1
153,2198,-0.80159
2198,2198,1
2198,2199,-1
2199,2199,1
2198,2200,-0.1
2200,2200,1
2198,2201,-0.88
2201,2201,1
2198,2202,-0.1
2202,2202,1
2198,2203,-0.5
2203,2203,1
153,2204,-0.1
2204,2204,1
154,2205,-0.5
2205,2205,1
154,2206,-0.5
2206,2206,1
154,2207,-0.1
2207,2207,1
154,2208,-0.1
2208,2208,1
154,2209,-0.1
2209,2209,1
2210,2210,1
2210,2211,-0.1
2211,2211,1
2211,2212,-1
2212,2212,1
2210,2213,-0.1
2213,2213,1
2211,2214,-0.1
2214,2214,1
2215,2215,1
2216,2216,1
2217,2217,1
3952,2217,-0.1
2218,2218,1
155,2219,-0.1
2219,2219,1
155,2220,-0.1
2220,2220,1
155,2221,-0.1
2221,2221,1
156,2222,-1
2222,2222,1
156,2223,-0.9
2223,2223,1
156,2224,-0.5
2224,2224,1
157,2225,-0.1
2225,2225,1
2225,2226,-1
2226,2226,1
2227,2227,1
2227,2228,-1
2228,2228,1
2229,2229,1
158,2230,-1
2230,2230,1
2230,2231,-1
2231,2231,1
2231,2232,-1
2232,2232,1
2231,2233,-1
2233,2233,1
2231,2234,-1
2234,2234,1
2230,2235,-0.85
2235,2235,1
2235,2236,-0.995
2236,2236,1
2230,2237,-0.73
2237,2237,1
158,2238,-1
2238,2238,1
159,2239,-0.5001
2239,2239,1
159,2240,-0.5
2240,2240,1
159,2241,-1
2241,2241,1
159,2242,-0.1
2242,2242,1
159,2243,-1
2243,2243,1
160,2244,-0.9999
2244,2244,1
160,2245,-0.5
2245,2245,1
160,2246,-0.5
2246,2246,1
160,2247,-0.25001
2247,2247,1
160,2248,-0.9999
2248,2248,1
160,2249,-0.505
2249,2249,1
160,2250,-0.1
2250,2250,1
160,2251,-0.9999
2251,2251,1
3097,2251,-1e-04
2251,2252,-1
2252,2252,1
160,2253,-0.5001
2253,2253,1
160,2254,-1
2254,2254,1
160,2255,-0.1
254,2255,-0.2
2255,2255,1
160,2256,-0.5
2256,2256,1
160,2257,-0.5
2257,2257,1
160,2258,-0.5001
2258,2258,1
160,2259,-0.25001
2259,2259,1
160,2260,-0.5001
2260,2260,1
160,2261,-0.5
2261,2261,1
160,2262,-0.5001
2262,2262,1
160,2263,-0.5001
2263,2263,1
161,2264,-0.623
2264,2264,1
161,2265,-1
2265,2265,1
161,2266,-0.75
2266,2266,1
162,2267,-0.145
2267,2267,1
2267,2268,-1
2268,2268,1
2267,2269,-1
2269,2269,1
2267,2270,-1
2270,2270,1
2267,2271,-1
2271,2271,1
162,2272,-0.65
2272,2272,1
162,2273,-1
2273,2273,1
162,2274,-1
2274,2274,1
162,2275,-1
2275,2275,1
2276,2276,1
2277,2277,1
2278,2278,1
2279,2279,1
2279,2280,-0.1
2280,2280,1
2281,2281,1
2282,2282,1
2283,2283,1
2283,2284,-1
2284,2284,1
2283,2285,-0.5
2284,2285,-0.5
2285,2285,1
2286,2286,1
2286,2287,-0.995
2287,2287,1
2288,2288,1
2289,2289,1
2290,2290,1
2290,2291,-0.5
2291,2291,1
2292,2292,1
2293,2293,1
2294,2294,1
2295,2295,1
2296,2296,1
2297,2297,1
2298,2298,1
2299,2299,1
2300,2300,1
2300,2301,-0.6
2301,2301,1
2302,2302,1
2303,2303,1
2303,2304,-0.9999
2304,2304,1
2303,2305,-0.9999
2305,2305,1
2303,2306,-0.9999
2306,2306,1
2303,2307,-0.9999
2307,2307,1
2308,2308,1
2308,2309,-0.8
2309,2309,1
2309,2310,-0.6
2310,2310,1
2309,2311,-0.75
2311,2311,1
2309,2312,-1
2312,2312,1
2308,2313,-1
2313,2313,1
2308,2314,-0.66667
2314,2314,1
2315,2315,1
2316,2316,1
2317,2317,1
2277,2318,-0.1
2317,2318,-0.71
2318,2318,1
2792,2318,-0.009
240,2319,-0.11667
2319,2319,1
163,2320,-0.7501
2320,2320,1
2320,2321,-0.5001
2321,2321,1
2320,2322,-0.5001
2322,2322,1
2320,2323,-0.5001
2323,2323,1
2320,2324,-0.1
2324,2324,1
2320,2325,-0.5001
2325,2325,1
2320,2326,-0.2501
2326,2326,1
2326,2327,-0.1
2327,2327,1
2320,2328,-0.51361
2328,2328,1
164,2329,-0.75
2329,2329,1
164,2330,-0.5
2330,2330,1
164,2331,-0.5
2331,2331,1
164,2332,-0.75
2332,2332,1
164,2333,-0.5
2333,2333,1
164,2334,-0.5
2334,2334,1
164,2335,-0.1
2335,2335,1
164,2336,-0.1
2336,2336,1
164,2337,-0.1
2337,2337,1
164,2338,-0.1
2338,2338,1
164,2339,-0.25
2339,2339,1
164,2340,-0.25
2340,2340,1
164,2341,-0.25
2341,2341,1
164,2342,-0.25
2342,2342,1
164,2343,-0.1
2343,2343,1
165,2344,-1
2344,2344,1
165,2345,-1
2345,2345,1
165,2346,-0.1
2346,2346,1
166,2347,-1
2347,2347,1
166,2348,-1
2348,2348,1
166,2349,-1
2349,2349,1
166,2350,-1
2350,2350,1
166,2351,-1
2351,2351,1
166,2352,-1
2352,2352,1
166,2353,-1
2353,2353,1
166,2354,-1
2354,2354,1
166,2355,-1
2355,2355,1
166,2356,-1
2356,2356,1
166,2357,-0.5
2357,2357,1
166,2358,-0.5
2358,2358,1
166,2359,-0.5
2359,2359,1
166,2360,-1
2360,2360,1
166,2361,-0.25
2361,2361,1
166,2362,-1
2362,2362,1
166,2363,-1
2363,2363,1
167,2364,-0.9999
2364,2364,1
167,2365,-0.75
2365,2365,1
167,2366,-0.5
2366,2366,1
167,2367,-0.1
2367,2367,1
3978,2367,-0.2
2367,2368,-0.1
2368,2368,1
2367,2369,-0.1
2369,2369,1
167,2370,-0.5
2367,2370,-0.5
2370,2370,1
271,2371,-0.093
273,2371,-0.093
2367,2371,-0.31
2371,2371,1
168,2372,-0.5
2372,2372,1
168,2373,-0.5
2373,2373,1
169,2374,-0.1
2374,2374,1
170,2375,-1
2375,2375,1
170,2376,-1
2376,2376,1
170,2377,-1
2377,2377,1
171,2378,-0.375
2378,2378,1
171,2379,-1
2379,2379,1
172,2380,-0.24
2380,2380,1
172,2381,-0.1
2381,2381,1
172,2382,-0.595
2382,2382,1
172,2383,-0.5
2383,2383,1
172,2384,-0.071
2384,2384,1
173,2385,-1
2385,2385,1
173,2386,-1
2386,2386,1
173,2387,-1
2387,2387,1
173,2388,-1
2388,2388,1
173,2389,-0.5
2389,2389,1
173,2390,-1
2390,2390,1
173,2391,-0.5
2391,2391,1
173,2392,-1
2392,2392,1
173,2393,-0.65
2393,2393,1
174,2394,-0.8
2394,2394,1
174,2395,-0.8
2395,2395,1
175,2396,-0.5001
2396,2396,1
175,2397,-0.5001
2397,2397,1
175,2398,-0.5001
2398,2398,1
175,2399,-0.5001
2399,2399,1
175,2400,-0.84
2400,2400,1
176,2401,-0.1
2401,2401,1
176,2402,-0.1
2402,2402,1
176,2403,-0.1
2403,2403,1
177,2404,-0.1
2404,2404,1
177,2405,-0.1
2405,2405,1
177,2406,-0.1
2406,2406,1
178,2407,-0.5
2407,2407,1
178,2408,-0.316
2408,2408,1
178,2409,-0.9
2409,2409,1
178,2410,-0.114
2410,2410,1
179,2411,-0.1
2411,2411,1
179,2412,-0.1
2412,2412,1
2412,2413,-0.9
2413,2413,1
2412,2414,-0.5
2414,2414,1
179,2415,-0.1
2415,2415,1
179,2416,-0.1
2416,2416,1
179,2417,-0.1
2417,2417,1
179,2418,-0.1
2418,2418,1
179,2419,-0.1
2419,2419,1
179,2420,-0.1
2420,2420,1
179,2421,-0.1
2421,2421,1
179,2422,-0.1
2422,2422,1
180,2423,-0.11
2423,2423,1
180,2424,-0.11
2424,2424,1
180,2425,-0.17
2425,2425,1
181,2426,-0.1
2426,2426,1
181,2427,-0.1
2427,2427,1
181,2428,-0.1
2428,2428,1
181,2429,-0.1
2429,2429,1
181,2430,-0.1
2430,2430,1
182,2431,-0.75
2431,2431,1
182,2432,-1
2432,2432,1
183,2433,-0.991
2433,2433,1
2438,2433,-0.009
183,2434,-0.5
2433,2434,-0.5
2434,2434,1
183,2435,-0.55
2435,2435,1
2435,2436,-1
2436,2436,1
2435,2437,-1
2437,2437,1
2435,2438,-0.067
2438,2438,1
